# SPDX-License-Identifier: MIT
# p2-vrampress-vm0.csv, from the run -- 69b/hetero policy, 2026-08-21.
vrampress: start free 2979 MiB of 3072 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 2944 MiB held after 23 allocations (CUresult 2)
vrampress: grown to 2944 MiB held, 35 MiB free of 3072 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,2816,163,3072,23,1,2
1,2816,163,3072,48,26,26
2,2941,38,3072,76,50,47
3,2850,129,3072,99,76,73
4,2867,112,3072,126,102,95
5,2920,59,3072,153,129,117
6,2816,163,3072,178,156,141
7,2942,37,3072,206,180,162
8,2848,131,3072,231,208,186
9,2942,37,3072,258,233,208
10,2861,118,3072,283,259,232
11,2858,121,3072,309,286,255
12,2933,46,3072,334,310,279
13,2876,103,3072,360,336,302
14,2839,140,3072,385,362,326
15,2847,132,3072,411,388,349
16,2816,163,3072,436,414,373
17,2933,46,3072,463,439,395
18,2871,108,3072,489,465,418
19,2979,0,3072,515,490,441
20,2909,70,3072,540,516,464
21,2884,95,3072,565,542,488
22,2956,23,3072,592,567,510
23,2921,58,3072,618,593,533
24,2891,88,3072,644,620,556
25,2837,142,3072,669,646,580
26,2902,77,3072,695,671,603
27,2979,0,3072,721,695,625
28,2977,2,3072,746,721,649
29,2884,95,3072,772,748,672
30,2916,63,3072,797,772,695
31,2870,109,3072,823,800,718
32,2878,101,3072,850,826,740
33,2885,94,3072,876,853,763
34,2889,90,3072,904,880,784
35,2934,45,3072,930,905,807
36,2958,21,3072,957,932,829
37,2877,102,3072,981,958,854
38,2977,2,3072,1008,982,876
39,2873,106,3072,1034,1010,898
40,2866,113,3072,1059,1036,922
41,2894,85,3072,1084,1060,946
42,2882,97,3072,1113,1089,966
43,2933,46,3072,1140,1116,988
44,2878,101,3072,1164,1141,1013
45,2907,72,3072,1191,1167,1035
46,2899,80,3072,1217,1192,1058
47,2940,39,3072,1243,1219,1081
48,2902,77,3072,1270,1246,1103
49,2816,163,3072,1294,1272,1128
50,2884,95,3072,1320,1296,1150
51,2908,71,3072,1347,1322,1172
52,2852,127,3072,1371,1348,1197
53,2900,79,3072,1399,1374,1218
54,2864,115,3072,1424,1401,1242
56,2816,163,3072,1448,1426,1267
57,2926,53,3072,1477,1453,1287
58,2904,75,3072,1504,1480,1309
59,2894,85,3072,1530,1506,1332
60,2863,116,3072,1555,1531,1356
61,2877,102,3072,1581,1557,1379
62,2922,57,3072,1608,1583,1401
63,2957,22,3072,1633,1609,1425
64,2893,86,3072,1659,1635,1448
65,2898,81,3072,1685,1661,1471
66,2816,163,3072,1710,1688,1495
67,2816,163,3072,1736,1714,1518
68,2932,47,3072,1762,1738,1541
69,2961,18,3072,1788,1764,1564
70,2913,66,3072,1815,1791,1586
71,2915,64,3072,1841,1816,1609
72,2876,103,3072,1868,1844,1631
73,2855,124,3072,1895,1872,1653
74,2976,3,3072,1922,1898,1675
75,2968,11,3072,1947,1923,1699
76,2877,102,3072,1976,1952,1719
77,2939,40,3072,2002,1979,1742
78,2853,126,3072,2027,2004,1766
79,2972,7,3072,2055,2031,1787
80,2882,97,3072,2080,2056,1811
81,2921,58,3072,2106,2081,1834
82,2916,63,3072,2131,2107,1858
83,2878,101,3072,2156,2132,1882
84,2846,133,3072,2182,2159,1905
85,2862,117,3072,2210,2186,1926
86,2874,105,3072,2237,2214,1948
87,2922,57,3072,2264,2239,1970
88,2871,108,3072,2290,2266,1993
89,2816,163,3072,2316,2294,2016
90,2878,101,3072,2342,2319,2039
91,2919,60,3072,2368,2344,2062
92,2938,41,3072,2394,2370,2085
93,2866,113,3072,2419,2396,2109
94,2864,115,3072,2446,2423,2132
95,2886,93,3072,2474,2450,2153
96,2942,37,3072,2501,2478,2175
97,2905,74,3072,2528,2504,2197
98,2913,66,3072,2554,2529,2221
99,2869,110,3072,2582,2558,2242
100,2972,7,3072,2609,2584,2264
101,2860,119,3072,2635,2611,2287
102,2947,32,3072,2661,2636,2310
103,2892,87,3072,2687,2664,2333
104,2861,118,3072,2714,2691,2356
105,2951,28,3072,2742,2717,2377
106,2879,100,3072,2769,2746,2399
107,2816,163,3072,2796,2774,2421
108,2971,8,3072,2824,2800,2442
109,2816,163,3072,2849,2827,2467
110,2918,61,3072,2876,2852,2489
111,2914,65,3072,2902,2878,2512
112,2961,18,3072,2928,2904,2535
113,2924,55,3072,2955,2930,2557
114,2970,9,3072,2982,2957,2579
115,2970,9,3072,3008,2983,2602
116,2877,102,3072,3032,3008,2627
117,2928,51,3072,3060,3035,2648
118,2975,4,3072,3086,3062,2671
119,2835,144,3072,3113,3090,2693
vrampress: done -- 3139 allocations, 3139 frees, 2710 refusals, free now 2979 MiB of 3072 MiB, recovery ok
