# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n6-grid1q policy, 2026-08-21.
vrampress: start free 419 MiB of 512 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 384 MiB held after 3 allocations (CUresult 2)
vrampress: grown to 384 MiB held, 35 MiB free of 512 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,256,163,512,3,1,2
1,256,163,512,28,26,26
2,365,54,512,56,51,48
3,396,23,512,81,76,73
4,353,66,512,108,104,96
5,272,147,512,134,131,119
6,347,72,512,160,157,142
7,360,59,512,187,182,164
8,369,50,512,214,209,187
9,316,103,512,240,236,210
10,362,57,512,266,261,233
11,301,118,512,291,288,257
12,256,163,512,315,313,282
13,316,103,512,342,338,304
14,377,42,512,369,364,327
15,348,71,512,395,390,351
16,379,40,512,421,416,374
17,341,78,512,446,443,398
18,302,117,512,472,468,421
19,377,42,512,498,494,444
20,273,146,512,523,520,468
21,256,163,512,548,546,492
22,318,101,512,575,571,514
23,308,111,512,602,598,536
24,364,55,512,628,623,559
25,376,43,512,653,649,583
26,386,33,512,679,675,606
27,299,120,512,704,700,630
28,382,37,512,731,726,652
29,363,56,512,757,753,676
30,326,93,512,782,778,700
31,355,64,512,809,805,722
32,291,128,512,835,832,746
33,307,112,512,863,859,768
34,406,13,512,891,886,789
35,380,39,512,918,914,812
36,314,105,512,943,940,836
37,404,15,512,968,964,860
38,357,62,512,995,990,882
39,285,134,512,1021,1018,906
40,256,163,512,1046,1044,930
41,419,0,512,1074,1069,951
42,391,28,512,1102,1097,972
43,318,101,512,1127,1124,996
44,358,61,512,1153,1148,1020
45,286,133,512,1179,1176,1044
46,282,137,512,1205,1202,1067
47,384,35,512,1233,1228,1088
48,346,73,512,1259,1254,1111
49,363,56,512,1284,1280,1135
50,283,136,512,1310,1307,1158
51,354,65,512,1336,1332,1181
52,414,5,512,1362,1355,1204
53,381,38,512,1389,1385,1226
54,304,115,512,1413,1410,1251
55,403,16,512,1441,1435,1272
56,348,71,512,1466,1462,1296
57,256,163,512,1492,1490,1319
58,341,78,512,1519,1515,1341
59,358,61,512,1545,1540,1365
60,312,107,512,1572,1568,1388
61,356,63,512,1599,1594,1410
62,356,63,512,1624,1620,1434
63,402,17,512,1650,1645,1457
64,290,129,512,1675,1672,1481
65,349,70,512,1701,1698,1504
66,296,123,512,1727,1724,1527
67,345,74,512,1753,1748,1550
69,329,90,512,1778,1773,1573
70,295,124,512,1804,1800,1595
71,316,103,512,1831,1827,1616
72,299,120,512,1857,1853,1639
73,327,92,512,1885,1881,1660
74,333,86,512,1910,1907,1684
75,357,62,512,1938,1933,1705
76,414,5,512,1966,1962,1726
77,342,77,512,1991,1987,1750
78,313,106,512,2017,2013,1773
79,332,87,512,2044,2040,1795
80,410,9,512,2070,2064,1818
81,306,113,512,2094,2091,1843
82,407,12,512,2121,2115,1865
83,256,163,512,2145,2143,1890
84,365,54,512,2172,2168,1912
85,410,9,512,2200,2195,1933
86,328,91,512,2226,2222,1956
87,401,18,512,2254,2247,1977
88,373,46,512,2279,2275,2001
89,382,37,512,2305,2302,2024
90,256,163,512,2331,2329,2048
91,336,83,512,2357,2353,2071
92,362,57,512,2384,2380,2093
93,307,112,512,2409,2405,2117
94,372,47,512,2436,2431,2139
95,326,93,512,2464,2459,2160
96,314,105,512,2490,2487,2183
97,390,29,512,2517,2513,2205
98,370,49,512,2543,2539,2228
99,304,115,512,2571,2568,2249
100,360,59,512,2597,2593,2272
101,344,75,512,2623,2619,2295
102,403,16,512,2650,2644,2317
103,310,109,512,2675,2672,2341
104,413,6,512,2703,2698,2363
105,416,3,512,2731,2724,2384
106,304,115,512,2758,2755,2406
107,361,58,512,2785,2781,2428
108,277,142,512,2812,2809,2450
109,414,5,512,2838,2833,2473
110,388,31,512,2864,2860,2496
111,367,52,512,2891,2885,2518
112,281,138,512,2916,2913,2542
113,329,90,512,2943,2940,2564
114,360,59,512,2970,2966,2587
115,387,32,512,2996,2992,2611
116,294,125,512,3021,3018,2635
117,310,109,512,3048,3045,2657
118,370,49,512,3076,3071,2678
119,334,85,512,3104,3100,2699
120,361,58,512,3132,3127,2720
vrampress: done -- 3135 allocations, 3135 frees, 2724 refusals, free now 419 MiB of 512 MiB, recovery ok
