# SPDX-License-Identifier: MIT
# host-full.csv, from the run -- sottr-4q policy, 2026-08-21.
ts,used_mib,free_mib,util_gpu,util_mem,sm_clk,mem_clk,temp_c,power_w,enc_util,dec_util,ram_avail_mib,vm15_mib,vm17_mib
14:54:51,7766,6,79,22,1620,6801,85,126.37,22,4,5700,3129,3108
14:54:52,7766,6,79,22,1635,6801,85,125.12,22,4,5688,3129,3108
14:54:53,7766,7,78,22,1620,6801,85,125.65,22,4,5700,3129,3108
14:54:54,7769,4,78,22,1620,6801,85,113.22,22,4,5675,3130,3108
14:54:55,7769,4,79,22,1665,6801,85,125.29,20,4,5676,3130,3108
14:54:56,7767,5,77,21,1620,6801,85,125.35,22,4,5693,3130,3108
14:54:57,7716,57,78,22,1620,6801,85,125.17,21,4,5638,3081,3108
14:54:59,7722,50,78,21,1620,6801,85,125.23,21,4,5671,3086,3108
14:55:00,7697,75,77,20,1620,6801,84,113.05,22,4,5667,3019,3169
14:55:01,7734,39,78,22,1620,6801,85,125.86,22,4,5639,3056,3169
14:55:02,7739,34,78,23,1620,6801,85,125.49,22,4,5627,3050,3182
14:55:03,7739,34,79,23,1620,6801,85,125.64,21,4,5616,3049,3182
14:55:04,7746,26,79,24,1620,6801,85,125.91,22,4,5612,3049,3182
14:55:05,7743,30,80,24,1620,6801,85,125.66,22,4,5636,3049,3182
14:55:06,7739,33,77,23,1620,6801,85,125.56,21,4,5623,3051,3175
14:55:08,7746,26,78,24,1620,6801,85,125.65,22,4,5644,3051,3184
14:55:09,7712,61,78,23,1620,6801,85,125.74,21,4,5642,3052,3126
14:55:10,7607,165,79,23,1620,6801,85,126.01,22,4,5626,3050,3050
14:55:11,7624,149,76,24,1620,6801,85,125.84,21,4,5609,3051,3045
14:55:12,7619,153,79,24,1620,6801,85,125.95,22,4,5624,3051,3042
14:55:13,7623,150,79,24,1620,6801,85,126.00,22,4,5585,3051,3043
14:55:14,7622,151,78,25,1605,6801,85,126.37,22,4,5599,3051,3042
14:55:15,7619,154,77,25,1650,6801,86,126.71,21,4,5605,3051,3043
14:55:16,7620,152,79,25,1590,6801,85,126.13,22,4,5576,3052,3043
14:55:18,7635,138,78,25,1590,6801,85,126.17,22,4,5570,3051,3043
14:55:19,7636,136,79,25,1620,6801,86,125.95,22,4,5558,3053,3044
14:55:20,7589,184,79,24,1620,6801,85,125.88,22,4,5493,3053,3043
14:55:21,7585,187,78,24,1620,6801,85,125.87,21,4,5508,3053,3043
14:55:22,7577,195,79,24,1620,6801,86,126.06,22,4,5500,3043,3045
14:55:23,7576,196,79,24,1620,6801,86,125.76,21,4,5482,3043,3044
14:55:24,7569,203,78,24,1620,6801,86,125.83,22,4,5472,3044,3044
14:55:25,7564,208,79,24,1575,6801,85,126.40,21,4,5493,3044,3044
14:55:27,7568,204,80,24,1620,6801,86,125.98,21,4,5473,3047,3045
14:55:28,7568,204,77,23,1590,6801,85,125.62,22,4,5465,3048,3044
14:55:29,7569,203,79,23,1620,6801,86,125.44,22,4,5475,3048,3045
14:55:30,7572,200,79,23,1620,6801,86,125.63,22,4,5469,3051,3045
14:55:31,7572,200,80,24,1620,6801,86,125.57,22,4,5460,3051,3045
14:55:32,7571,201,79,23,1605,6801,86,125.97,22,4,5445,3049,3046
14:55:33,7572,200,78,23,1620,6801,86,125.79,22,4,5457,3049,3047
14:55:34,7573,199,79,23,1575,6801,85,113.54,21,4,5464,3049,3048
14:55:35,7577,195,79,23,1560,6801,85,125.98,22,4,5470,3051,3050
14:55:37,7341,431,79,23,1605,6801,86,125.61,22,4,5581,3052,3050
14:55:38,7270,503,76,22,1575,6801,86,125.93,20,3,5593,2980,3053
14:55:39,6961,811,84,24,1620,6801,86,126.23,13,2,5588,2941,3053
14:55:40,6899,874,90,27,1560,6801,86,127.56,3,0,5702,2932,2987
14:55:41,6916,857,93,26,1620,6801,86,125.69,0,0,5671,2932,2946
14:55:42,6921,852,79,23,1590,6801,86,112.50,0,0,5681,2933,2952
14:55:43,6890,882,79,22,1530,6801,85,138.99,0,0,5670,2933,2942
14:55:44,6887,885,82,23,1620,6801,86,125.32,0,0,5686,2932,2941
14:55:46,6889,883,77,22,1605,6801,86,126.20,0,0,5699,2932,2943
14:55:47,6862,911,83,23,1560,6801,86,113.13,0,0,5705,2931,2944
14:55:48,6864,909,87,23,1620,6801,86,125.50,0,0,5706,2929,2948
14:55:49,6864,909,82,22,1650,6801,85,113.53,0,0,5704,2929,2948
14:55:50,6865,908,86,23,1620,6801,86,113.41,0,0,5711,2930,2948
14:55:51,6865,908,80,22,1620,6801,86,125.83,0,0,5700,2930,2948
14:55:52,6865,908,83,22,1590,6801,86,125.32,0,0,5698,2930,2948
14:55:53,6865,908,79,21,1620,6801,86,125.06,0,0,5665,2930,2948
14:55:54,6866,907,78,21,1650,6801,86,125.04,0,0,5684,2931,2948
14:55:56,6872,900,75,20,1605,6801,85,112.56,0,0,5689,2931,2947
14:55:57,6870,902,73,20,1620,6801,85,125.72,0,0,5689,2930,2946
14:55:58,6867,906,78,21,1620,6801,86,125.66,0,0,5702,2930,2946
14:55:59,6865,908,77,21,1620,6801,86,125.57,0,0,5698,2929,2945
14:56:00,6852,921,84,23,1650,6801,85,112.45,0,0,5694,2929,2945
14:56:01,6839,934,77,21,1530,6801,86,114.22,0,0,5707,2928,2946
14:56:02,6839,934,85,23,1545,6801,86,126.39,0,0,5721,2928,2947
14:56:03,6839,934,82,23,1530,6801,86,126.34,0,0,5724,2928,2947
14:56:04,6834,939,84,24,1620,6801,86,125.91,0,0,5737,2927,2947
14:56:06,6834,939,76,21,1620,6801,86,113.64,0,0,5743,2927,2947
14:56:07,6798,974,80,22,1605,6801,85,125.85,0,0,5744,2927,2946
14:56:08,6797,975,77,21,1500,6801,86,138.29,0,0,5742,2927,2946
14:56:09,6798,974,88,23,1530,6801,85,114.50,0,0,5741,2927,2946
14:56:10,6794,978,82,22,1530,6801,86,126.92,0,0,5746,2925,2944
14:56:11,6794,978,87,24,1560,6801,86,127.04,0,0,5736,2925,2944
14:56:12,6794,978,87,24,1545,6801,86,127.27,0,0,5742,2924,2944
14:56:13,6793,979,88,24,1590,6801,86,126.06,0,0,5738,2923,2945
14:56:15,6793,979,87,24,1545,6801,86,126.05,0,0,5745,2923,2945
14:56:16,6812,960,87,24,1620,6801,86,125.53,0,0,5750,2924,2943
14:56:17,6812,960,80,22,1575,6801,87,139.21,0,0,5755,2924,2943
14:56:18,6808,964,93,25,1620,6801,86,126.96,0,0,5746,2924,2943
14:56:19,6806,966,90,25,1485,6801,86,127.05,0,0,5750,2923,2942
14:56:20,6804,968,96,26,1530,6801,86,127.00,0,0,5752,2922,2941
14:56:21,6791,981,91,26,1515,6801,86,126.96,0,0,5746,2921,2941
14:56:22,6795,977,83,24,1605,6801,86,125.40,0,0,5731,2921,2940
14:56:23,6795,977,66,18,1620,6801,85,112.76,0,0,5740,2921,2941
14:56:25,6792,980,64,17,1620,6801,84,112.36,0,0,5729,2921,2940
14:56:26,6834,938,59,16,1620,6801,84,112.15,0,0,5712,2963,2940
14:56:27,6850,922,57,16,1620,6801,85,112.74,0,0,5713,2963,2940
14:56:28,6685,1087,56,17,1620,6801,85,124.06,0,0,5710,2800,2941
14:56:29,6688,1084,61,19,1620,6801,85,112.62,0,0,5784,2806,2940
14:56:30,6665,1107,61,20,1620,6801,85,112.88,0,0,5760,2784,2937
14:56:31,6444,1329,64,21,1620,6801,85,113.26,0,0,5774,2572,2938
14:56:32,6484,1289,63,22,1620,6801,83,99.64,0,0,5750,2601,2938
14:56:33,6487,1285,51,19,1620,6801,83,100.10,0,0,5764,2619,2938
14:56:34,6514,1258,46,16,1770,6801,83,140.08,0,0,5757,2584,2988
14:56:36,6513,1259,79,26,1530,6801,86,129.15,0,0,5742,2593,2978
14:56:37,6350,1422,97,33,1500,6801,86,140.82,0,0,5749,2595,2836
14:56:38,6368,1405,98,34,1560,6801,87,128.76,0,0,5776,2596,2845
14:56:39,6311,1462,96,33,1590,6801,86,116.11,0,0,5732,2596,2788
14:56:40,6175,1598,95,32,1545,6801,86,128.71,0,0,5750,2596,2653
14:56:41,6214,1559,98,34,1620,6801,86,128.12,0,0,5705,2596,2674
14:56:42,6233,1540,96,33,1485,6801,86,116.24,0,0,5719,2596,2696
14:56:43,6223,1549,98,31,1500,6801,86,128.38,0,0,5695,2608,2672
14:56:45,6217,1556,98,30,1560,6801,87,128.76,0,0,5687,2608,2666
14:56:46,6218,1555,100,31,1560,6801,86,116.75,0,0,5686,2607,2668
