# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- uncapped policy, 2026-08-21.
vrampress: start free 370 MiB of 7771 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 0 MiB held after 0 allocations (CUresult 2)
vrampress: grown to 0 MiB held, 370 MiB free of 7771 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,0,370,7771,0,0,2
1,285,360,7771,31,24,20
2,477,412,7771,63,56,37
3,355,367,7771,92,85,57
4,414,407,7771,122,117,76
5,305,396,7771,157,150,90
6,271,510,7771,185,180,111
7,529,390,7771,215,208,130
8,354,330,7771,248,240,146
9,559,340,7771,276,269,167
10,419,353,7771,301,295,191
11,364,369,7771,335,327,206
12,511,515,7771,367,359,223
13,423,386,7771,398,390,241
14,406,428,7771,430,422,258
15,504,374,7771,462,455,275
16,391,430,7771,493,487,293
17,258,416,7771,530,523,304
18,325,482,7771,565,559,318
19,140,411,7771,596,594,335
20,510,408,7771,630,622,349
21,444,502,7771,662,654,365
22,304,432,7771,695,691,381
23,343,601,7771,731,724,394
24,488,490,7771,770,763,403
25,314,532,7771,805,800,416
26,503,318,7771,841,833,428
27,488,410,7771,878,871,440
28,317,465,7771,911,904,455
29,292,449,7771,941,937,473
30,466,382,7771,972,965,489
31,388,548,7771,998,992,511
32,414,358,7771,1029,1021,529
33,503,481,7771,1067,1060,540
34,523,372,7771,1099,1092,557
35,472,395,7771,1130,1122,574
36,475,378,7771,1166,1159,586
37,508,378,7771,1203,1196,596
38,270,396,7771,1236,1230,611
39,361,421,7771,1265,1259,630
40,457,375,7771,1298,1290,645
41,485,359,7771,1340,1332,651
42,443,409,7771,1372,1365,667
43,479,372,7771,1411,1403,676
44,504,325,7771,1444,1436,691
45,482,403,7771,1476,1469,707
46,379,378,7771,1509,1502,723
47,547,542,7771,1544,1536,737
48,361,616,7771,1583,1576,747
49,568,380,7771,1628,1620,751
50,383,465,7771,1667,1659,760
51,478,511,7771,1702,1694,773
52,350,434,7771,1733,1726,790
53,263,394,7771,1769,1763,803
55,532,491,7771,1807,1799,814
56,493,411,7771,1843,1835,826
57,504,375,7771,1871,1865,847
58,507,596,7771,1909,1902,857
59,326,530,7771,1945,1938,869
60,484,545,7771,1980,1973,882
61,488,487,7771,2014,2006,896
62,360,425,7771,2048,2041,911
63,454,473,7771,2084,2076,923
64,581,425,7771,2120,2112,936
65,477,405,7771,2153,2146,952
66,511,457,7771,2191,2183,962
67,393,509,7771,2231,2223,971
68,393,490,7771,2270,2263,980
69,416,432,7771,2303,2295,995
70,586,372,7771,2336,2328,1011
71,262,453,7771,2374,2367,1022
72,547,407,7771,2410,2402,1035
73,494,320,7771,2452,2444,1041
74,337,544,7771,2485,2478,1057
75,458,530,7771,2521,2514,1069
76,433,385,7771,2555,2548,1084
77,226,414,7771,2587,2585,1101
78,485,398,7771,2624,2616,1112
79,502,378,7771,2658,2650,1127
80,406,418,7771,2694,2686,1140
81,280,395,7771,2727,2723,1156
82,535,540,7771,2763,2756,1168
83,462,474,7771,2799,2791,1181
84,399,446,7771,2834,2827,1194
85,549,405,7771,2867,2859,1209
86,364,383,7771,2900,2895,1225
87,597,388,7771,2932,2924,1241
88,283,446,7771,2966,2960,1255
89,360,414,7771,3001,2995,1269
90,420,496,7771,3036,3029,1282
91,366,411,7771,3065,3059,1302
92,375,335,7771,3101,3094,1314
93,398,441,7771,3133,3125,1330
94,376,439,7771,3167,3160,1344
95,379,406,7771,3202,3197,1358
96,550,408,7771,3242,3234,1366
97,359,354,7771,3274,3266,1382
98,423,532,7771,3313,3306,1391
99,406,546,7771,3349,3341,1404
100,387,362,7771,3381,3375,1421
101,522,395,7771,3412,3405,1438
102,426,438,7771,3447,3439,1451
103,314,332,7771,3480,3474,1466
104,521,499,7771,3517,3511,1477
105,411,397,7771,3547,3540,1495
106,257,422,7771,3577,3573,1513
107,545,464,7771,3611,3604,1527
108,373,412,7771,3640,3635,1546
109,527,392,7771,3673,3665,1561
110,365,448,7771,3703,3698,1579
111,465,492,7771,3736,3729,1595
112,407,403,7771,3773,3766,1606
113,614,441,7771,3805,3797,1623
114,320,334,7771,3841,3834,1635
115,499,331,7771,3878,3870,1646
116,545,384,7771,3915,3908,1658
117,440,462,7771,3948,3940,1674
118,343,418,7771,3979,3972,1691
119,415,533,7771,4011,4003,1707
vrampress: done -- 4039 allocations, 4039 frees, 1717 refusals, free now 6545 MiB of 7771 MiB, recovery ok
