# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- uncapped policy, 2026-08-21.
vrampress: start free 6714 MiB of 7771 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 4096 MiB held after 32 allocations (CUresult 2)
vrampress: grown to 4096 MiB held, 374 MiB free of 7771 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,3968,446,7771,32,1,2
1,3547,338,7771,58,27,25
2,3052,440,7771,84,57,48
3,3074,407,7771,112,86,69
4,3402,357,7771,144,114,86
5,3106,334,7771,174,149,105
6,3327,448,7771,206,177,122
7,3365,452,7771,237,206,140
8,3264,356,7771,267,237,159
9,3314,452,7771,298,267,177
10,3511,431,7771,324,294,200
11,3483,369,7771,355,325,218
12,3441,429,7771,391,360,231
13,3399,406,7771,419,388,252
14,3380,468,7771,454,423,266
15,3376,382,7771,485,455,284
16,3468,376,7771,518,488,300
17,3378,388,7771,549,519,318
18,3159,450,7771,583,556,333
19,3333,501,7771,617,588,347
20,3150,480,7771,650,622,362
21,3225,512,7771,679,652,381
22,3328,380,7771,714,685,395
23,3089,463,7771,751,723,407
24,3168,522,7771,787,758,418
25,3278,536,7771,825,795,428
26,3234,356,7771,862,833,440
27,3315,360,7771,893,864,458
28,3263,377,7771,926,897,473
29,3459,377,7771,959,929,487
30,3293,448,7771,993,965,501
31,3140,396,7771,1024,997,518
32,3204,440,7771,1053,1024,538
33,3365,445,7771,1092,1063,548
34,3192,388,7771,1125,1098,564
35,3558,377,7771,1161,1131,576
36,3325,396,7771,1201,1171,584
37,3414,464,7771,1237,1208,596
38,3286,388,7771,1268,1239,613
39,2887,447,7771,1302,1278,627
40,3103,399,7771,1337,1310,640
41,3175,493,7771,1374,1346,651
42,3224,411,7771,1405,1378,668
43,3275,430,7771,1443,1414,678
45,3272,533,7771,1476,1446,693
46,3090,415,7771,1507,1482,710
47,3204,418,7771,1538,1509,727
48,3288,394,7771,1575,1545,739
49,3236,494,7771,1613,1584,750
50,3302,406,7771,1653,1623,759
51,3228,441,7771,1689,1660,771
52,3338,491,7771,1721,1691,788
53,3202,450,7771,1755,1728,803
54,3130,386,7771,1788,1761,818
55,3153,363,7771,1821,1793,834
56,3139,511,7771,1854,1824,850
57,3043,369,7771,1884,1859,869
58,3179,478,7771,1923,1894,878
59,3265,382,7771,1958,1928,891
60,3390,417,7771,1990,1960,907
61,3159,447,7771,2028,1999,917
62,3163,445,7771,2061,2033,932
63,3293,587,7771,2098,2069,943
64,3360,383,7771,2134,2104,956
65,3187,373,7771,2169,2140,970
66,3272,513,7771,2208,2178,979
67,3183,497,7771,2248,2218,988
68,3089,502,7771,2285,2259,999
69,3305,394,7771,2325,2296,1007
70,3276,420,7771,2359,2331,1022
71,3292,403,7771,2398,2368,1032
72,3404,419,7771,2436,2406,1043
73,3146,354,7771,2471,2443,1056
74,3299,444,7771,2504,2476,1072
75,3160,434,7771,2543,2516,1081
76,3146,393,7771,2576,2547,1097
77,3253,530,7771,2609,2580,1112
78,3324,470,7771,2642,2612,1127
79,3313,430,7771,2679,2650,1139
80,3457,466,7771,2717,2687,1150
81,3228,417,7771,2750,2722,1166
82,3267,338,7771,2784,2754,1180
83,3232,366,7771,2820,2790,1193
84,3435,370,7771,2858,2828,1203
85,3146,427,7771,2892,2864,1217
86,3361,317,7771,2921,2893,1237
87,3294,400,7771,2958,2929,1248
88,3390,494,7771,2997,2967,1257
89,3339,434,7771,3034,3005,1268
90,3310,394,7771,3074,3045,1277
91,3303,443,7771,3107,3077,1293
92,3269,447,7771,3144,3116,1305
93,3379,417,7771,3180,3150,1317
94,3296,505,7771,3218,3188,1327
95,3209,600,7771,3258,3231,1335
96,3247,478,7771,3292,3263,1350
97,3413,342,7771,3329,3299,1361
98,3220,538,7771,3366,3336,1372
99,3374,364,7771,3405,3375,1382
100,3244,374,7771,3437,3409,1399
101,3131,427,7771,3470,3443,1414
102,3230,388,7771,3504,3474,1428
103,3165,398,7771,3534,3506,1446
104,3182,345,7771,3569,3539,1459
105,3230,419,7771,3606,3576,1471
106,3368,352,7771,3639,3609,1486
107,3153,330,7771,3670,3643,1503
108,3288,404,7771,3700,3672,1521
109,3407,498,7771,3735,3706,1534
110,3252,422,7771,3767,3738,1550
111,2964,390,7771,3794,3768,1572
112,3391,405,7771,3830,3802,1584
113,3206,415,7771,3864,3836,1599
114,3444,352,7771,3900,3870,1611
115,3120,363,7771,3932,3904,1627
116,3288,432,7771,3968,3939,1640
117,3417,386,7771,4000,3970,1657
118,3342,318,7771,4036,4007,1669
119,3140,485,7771,4067,4037,1686
vrampress: done -- 4094 allocations, 4094 frees, 1695 refusals, free now 3791 MiB of 7771 MiB, recovery ok
