# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n4-grid policy, 2026-08-21.
vrampress: start free 1187 MiB of 1280 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 1152 MiB held after 9 allocations (CUresult 2)
vrampress: grown to 1152 MiB held, 35 MiB free of 1280 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,1024,163,1280,9,1,2
1,1024,163,1280,34,26,26
2,1133,54,1280,62,51,48
3,1137,50,1280,86,76,73
4,1095,92,1280,113,103,95
5,1100,87,1280,139,130,118
6,1147,40,1280,165,156,141
7,1128,59,1280,192,181,163
8,1148,39,1280,218,208,186
9,1097,90,1280,244,234,209
10,1104,83,1280,270,260,232
11,1093,94,1280,296,286,255
12,1077,110,1280,320,311,280
13,1114,73,1280,347,336,302
14,1159,28,1280,372,362,326
15,1089,98,1280,398,388,349
16,1060,127,1280,423,414,373
17,1044,143,1280,449,440,396
18,1040,147,1280,475,466,419
19,1100,87,1280,501,491,442
20,1085,102,1280,527,517,465
21,1092,95,1280,552,543,489
22,1173,14,1280,579,568,511
23,1107,80,1280,605,595,534
24,1120,67,1280,631,621,557
25,1130,57,1280,656,646,580
26,1041,146,1280,681,672,604
27,1124,63,1280,708,696,626
28,1076,111,1280,733,722,650
29,1092,95,1280,759,749,673
30,1074,113,1280,784,774,697
31,1134,53,1280,811,801,719
32,1143,44,1280,838,827,741
33,1093,94,1280,863,854,764
34,1097,90,1280,891,881,785
35,1117,70,1280,917,906,808
36,1050,137,1280,943,934,831
37,1128,59,1280,968,959,855
38,1079,108,1280,994,984,878
39,1146,41,1280,1022,1011,899
40,1111,76,1280,1047,1037,923
41,1070,117,1280,1071,1062,948
42,1083,104,1280,1101,1091,967
43,1068,119,1280,1127,1118,990
44,1024,163,1280,1151,1143,1015
45,1090,97,1280,1178,1169,1037
46,1080,107,1280,1204,1194,1060
47,1148,39,1280,1231,1221,1083
48,1136,51,1280,1258,1248,1105
49,1024,163,1280,1282,1274,1130
50,1110,77,1280,1310,1300,1152
51,1075,112,1280,1336,1326,1176
52,1060,127,1280,1361,1352,1201
53,1164,23,1280,1390,1380,1221
54,1072,115,1280,1414,1405,1246
55,1158,29,1280,1441,1431,1269
56,1097,90,1280,1467,1458,1292
57,1161,26,1280,1495,1484,1313
58,1057,130,1280,1520,1511,1337
59,1071,116,1280,1545,1535,1360
60,1052,135,1280,1571,1562,1383
61,1134,53,1280,1598,1588,1405
62,1118,69,1280,1623,1613,1429
63,1134,53,1280,1650,1639,1451
64,1127,60,1280,1675,1665,1475
65,1158,29,1280,1701,1691,1498
66,1121,66,1280,1728,1716,1520
67,1098,89,1280,1752,1743,1545
68,1130,57,1280,1778,1768,1568
69,1161,26,1280,1805,1795,1590
71,1162,25,1280,1831,1821,1613
72,1138,49,1280,1860,1848,1634
73,1095,92,1280,1887,1877,1656
74,1136,51,1280,1912,1903,1680
75,1133,54,1280,1938,1928,1703
76,1127,60,1280,1968,1957,1723
77,1060,127,1280,1993,1984,1747
78,1138,49,1280,2020,2009,1769
79,1174,13,1280,2047,2036,1791
80,1048,139,1280,2071,2062,1816
81,1105,82,1280,2097,2087,1839
82,1082,105,1280,2122,2113,1863
83,1096,91,1280,2148,2138,1886
84,1146,41,1280,2174,2163,1909
85,1138,49,1280,2202,2191,1930
86,1061,126,1280,2228,2219,1953
87,1114,73,1280,2256,2245,1975
88,1078,109,1280,2282,2272,1999
89,1024,163,1280,2308,2300,2022
90,1081,106,1280,2335,2326,2045
91,1062,125,1280,2360,2351,2069
92,1168,19,1280,2388,2377,2090
93,1103,84,1280,2413,2402,2114
94,1181,6,1280,2440,2428,2136
95,1110,77,1280,2467,2456,2158
96,1066,121,1280,2493,2484,2181
97,1186,1,1280,2521,2510,2203
98,1102,85,1280,2547,2538,2227
99,1144,43,1280,2576,2566,2247
100,1168,19,1280,2601,2591,2271
101,1175,12,1280,2628,2617,2293
102,1064,123,1280,2653,2643,2317
103,1168,19,1280,2680,2670,2339
104,1059,128,1280,2706,2697,2362
105,1101,86,1280,2734,2723,2383
106,1100,87,1280,2762,2752,2404
107,1176,11,1280,2790,2779,2426
108,1126,61,1280,2817,2807,2448
109,1165,22,1280,2843,2832,2472
110,1136,51,1280,2869,2859,2495
111,1169,18,1280,2896,2884,2517
112,1049,138,1280,2921,2912,2541
113,1097,90,1280,2948,2939,2563
114,1125,62,1280,2975,2965,2586
115,1105,82,1280,3001,2991,2610
116,1104,83,1280,3027,3017,2634
117,1078,109,1280,3054,3045,2657
118,1080,107,1280,3082,3072,2679
119,1102,85,1280,3111,3101,2700
120,1133,54,1280,3139,3129,2722
vrampress: done -- 3141 allocations, 3141 frees, 2724 refusals, free now 1187 MiB of 1280 MiB, recovery ok
