# SPDX-License-Identifier: MIT
# host sampler, 1 Hz, local time: ts,used_mib,free_mib,util,enc_sessions,enc_fps,desktop_mib,desktop2_mib -- n4-grid policy, 2026-08-21.
ts,used_mib,free_mib,util,ram_avail_mib,vm0,vm1,vm2,vm3,
22:07:48,5650,2123,29,16208,1174,1224,1148,1244
22:07:49,5840,1933,35,16206,1266,1272,1180,1272
22:07:51,5606,2167,31,16217,1224,1214,1166,1140
22:07:52,5722,2051,29,16214,1256,1278,1196,1278
22:07:53,5570,2203,35,16210,1174,1262,1120,1198
22:07:54,5752,2020,27,16199,1224,1156,1166,1120
22:07:55,5723,2049,36,16185,1196,1234,1230,1198
22:07:56,5782,1991,33,16171,1258,1218,1280,1280
22:07:57,5712,2061,27,16177,1194,1184,1262,1262
22:07:58,5840,1933,30,16181,1208,1174,1240,1284
22:07:59,5608,2165,33,16185,1230,1256,1166,1198
22:08:00,5751,2021,31,16182,1210,1278,1218,1242
22:08:01,5899,1874,35,16164,1250,1148,1246,1246
22:08:02,5601,2172,34,16180,1262,1178,1178,1144
22:08:03,5814,1958,32,16223,1144,1282,1200,1224
22:08:05,5842,1931,33,16212,1238,1276,1240,1274
22:08:06,5697,2075,36,16194,1240,1226,1270,1226
22:08:07,5703,2070,25,16198,1174,1174,1174,1244
22:08:08,5874,1898,27,16188,1216,1236,1236,1252
22:08:09,5820,1952,39,16184,1246,1200,1200,1258
22:08:10,5722,2051,25,16173,1258,1178,1162,1216
22:08:11,883,6890,44,16177,0,0,0,0
22:08:12,881,6892,3,16186,0,0,0,0
22:08:13,881,6891,0,16185,0,0,0,0
22:08:14,883,6889,1,16180,0,0,0,0
22:08:15,883,6890,4,16190,0,0,0,0
