# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n4-limit policy, 2026-08-21.
vrampress: start free 1187 MiB of 1280 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 1152 MiB held after 9 allocations (CUresult 2)
vrampress: grown to 1152 MiB held, 35 MiB free of 1280 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,1024,163,1280,9,1,2
1,1024,163,1280,34,26,26
2,1149,38,1280,62,50,47
3,1058,129,1280,85,76,73
4,1075,112,1280,112,102,95
5,1128,59,1280,139,129,117
6,1024,163,1280,164,156,141
7,1150,37,1280,192,180,162
8,1056,131,1280,217,208,186
9,1150,37,1280,244,233,208
10,1069,118,1280,269,259,232
11,1066,121,1280,295,286,255
12,1141,46,1280,320,310,279
13,1084,103,1280,346,336,302
14,1047,140,1280,371,362,326
15,1089,98,1280,398,388,349
16,1060,127,1280,423,414,373
17,1044,143,1280,449,440,396
18,1040,147,1280,475,466,419
19,1100,87,1280,501,491,442
20,1085,102,1280,527,517,465
21,1092,95,1280,552,543,489
22,1173,14,1280,579,568,511
23,1107,80,1280,605,595,534
24,1120,67,1280,631,621,557
25,1045,142,1280,656,647,581
26,1156,31,1280,682,672,604
27,1094,93,1280,708,697,627
28,1119,68,1280,734,723,650
29,1171,16,1280,760,749,673
30,1143,44,1280,785,774,697
31,1181,6,1280,812,801,719
32,1086,101,1280,838,828,742
33,1093,94,1280,864,855,765
34,1097,90,1280,892,882,786
35,1120,67,1280,919,907,808
36,1050,137,1280,944,935,832
37,1045,142,1280,969,960,856
38,1040,147,1280,995,986,879
39,1146,41,1280,1023,1012,900
40,1111,76,1280,1048,1038,924
41,1105,82,1280,1073,1063,948
42,1161,26,1280,1103,1091,967
43,1086,101,1280,1128,1119,991
44,1142,45,1280,1153,1143,1015
45,1138,49,1280,1179,1170,1038
46,1116,71,1280,1205,1195,1061
47,1103,84,1280,1231,1222,1084
48,1041,146,1280,1258,1249,1106
49,1054,133,1280,1283,1274,1130
50,1110,77,1280,1310,1300,1152
51,1185,2,1280,1336,1325,1175
52,1060,127,1280,1360,1351,1200
53,1153,34,1280,1389,1378,1220
54,1072,115,1280,1413,1404,1245
55,1128,59,1280,1439,1430,1268
56,1024,163,1280,1465,1457,1291
58,1174,13,1280,1493,1483,1312
59,1114,73,1280,1519,1509,1335
60,1149,38,1280,1545,1533,1358
61,1152,35,1280,1571,1560,1381
62,1043,144,1280,1596,1587,1405
63,1107,80,1280,1622,1612,1428
64,1134,53,1280,1649,1638,1450
65,1086,101,1280,1674,1665,1475
66,1158,29,1280,1701,1691,1498
67,1105,82,1280,1728,1717,1521
68,1024,163,1280,1752,1744,1546
69,1065,122,1280,1778,1769,1569
70,1043,144,1280,1805,1796,1591
71,1107,80,1280,1832,1822,1614
72,1159,28,1280,1861,1848,1634
73,1174,13,1280,1888,1877,1656
74,1024,163,1280,1912,1904,1681
75,1079,108,1280,1940,1930,1703
76,1091,96,1280,1969,1959,1724
77,1114,73,1280,1995,1985,1748
78,1140,47,1280,2022,2011,1771
79,1087,100,1280,2049,2039,1794
80,1121,66,1280,2075,2064,1818
81,1105,82,1280,2100,2090,1842
82,1175,12,1280,2127,2115,1865
83,1085,102,1280,2151,2142,1889
84,1057,130,1280,2177,2168,1912
85,1090,97,1280,2205,2195,1933
86,1096,91,1280,2232,2222,1956
87,1185,2,1280,2261,2247,1977
88,1138,49,1280,2286,2276,2001
89,1167,20,1280,2312,2302,2024
90,1147,40,1280,2338,2329,2048
91,1182,5,1280,2365,2354,2071
92,1107,80,1280,2391,2382,2095
93,1122,65,1280,2418,2406,2118
94,1135,52,1280,2445,2434,2141
95,1106,81,1280,2473,2462,2162
96,1082,105,1280,2499,2490,2186
97,1123,64,1280,2526,2516,2208
98,1098,89,1280,2552,2542,2231
99,1098,89,1280,2580,2571,2252
100,1058,129,1280,2607,2597,2275
101,1158,29,1280,2634,2622,2298
102,1105,82,1280,2659,2649,2322
103,1117,70,1280,2686,2676,2345
104,1095,92,1280,2713,2703,2368
105,1110,77,1280,2742,2732,2388
106,1161,26,1280,2770,2759,2409
107,1087,100,1280,2796,2786,2432
108,1142,45,1280,2823,2813,2454
109,1054,133,1280,2848,2839,2479
110,1160,27,1280,2875,2865,2501
111,1162,25,1280,2902,2890,2523
112,1134,53,1280,2928,2918,2546
113,1106,81,1280,2954,2945,2569
114,1120,67,1280,2981,2971,2591
115,1156,31,1280,3006,2996,2615
116,1067,120,1280,3032,3022,2638
117,1078,109,1280,3058,3049,2661
118,1091,96,1280,3087,3077,2682
119,1103,84,1280,3115,3105,2703
vrampress: done -- 3138 allocations, 3138 frees, 2720 refusals, free now 1187 MiB of 1280 MiB, recovery ok
