# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n4-limit policy, 2026-08-21.
vrampress: start free 1187 MiB of 1280 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 1152 MiB held after 9 allocations (CUresult 2)
vrampress: grown to 1152 MiB held, 35 MiB free of 1280 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,1024,163,1280,9,1,2
1,1024,163,1280,34,26,26
2,1149,38,1280,62,50,47
3,1058,129,1280,85,76,73
4,1075,112,1280,112,102,95
5,1128,59,1280,139,129,117
6,1024,163,1280,164,156,141
7,1150,37,1280,192,180,162
8,1056,131,1280,217,208,186
9,1150,37,1280,244,233,208
10,1069,118,1280,269,259,232
11,1066,121,1280,295,286,255
12,1141,46,1280,320,310,279
13,1084,103,1280,346,336,302
14,1047,140,1280,371,362,326
15,1055,132,1280,397,388,349
16,1024,163,1280,422,414,373
17,1141,46,1280,449,439,395
18,1079,108,1280,475,465,418
19,1187,0,1280,501,490,441
20,1041,146,1280,526,517,465
21,1170,17,1280,552,542,488
22,1138,49,1280,578,568,511
23,1156,31,1280,605,594,533
24,1062,125,1280,630,621,557
25,1130,57,1280,656,646,580
26,1041,146,1280,681,672,604
27,1124,63,1280,708,696,626
28,1060,127,1280,732,722,650
29,1121,66,1280,759,748,672
30,1182,5,1280,784,773,696
31,1078,109,1280,810,801,719
32,1086,101,1280,837,827,741
33,1093,94,1280,863,854,764
34,1097,90,1280,891,881,785
35,1086,101,1280,916,906,808
36,1110,77,1280,943,933,830
37,1085,102,1280,967,958,854
38,1185,2,1280,994,982,876
39,1081,106,1280,1020,1010,898
40,1074,113,1280,1045,1036,922
41,1102,85,1280,1070,1060,946
42,1100,87,1280,1098,1088,966
43,1068,119,1280,1125,1116,988
44,1167,20,1280,1150,1140,1012
45,1154,33,1280,1176,1166,1035
46,1080,107,1280,1202,1192,1058
47,1137,50,1280,1228,1218,1081
48,1144,43,1280,1256,1245,1102
49,1114,73,1280,1280,1271,1127
50,1092,95,1280,1306,1296,1150
52,1116,71,1280,1333,1322,1172
53,1060,127,1280,1357,1348,1197
54,1156,31,1280,1385,1373,1217
55,1156,31,1280,1410,1400,1241
56,1108,79,1280,1434,1425,1266
57,1152,35,1280,1463,1452,1286
58,1081,106,1280,1489,1480,1309
59,1180,7,1280,1516,1505,1331
60,1146,41,1280,1541,1530,1355
61,1127,60,1280,1567,1556,1378
62,1085,102,1280,1593,1583,1401
63,1181,6,1280,1619,1608,1424
64,1101,86,1280,1645,1635,1448
65,1106,81,1280,1671,1661,1471
66,1024,163,1280,1696,1688,1495
67,1045,142,1280,1723,1714,1518
68,1064,123,1280,1748,1739,1542
69,1185,2,1280,1775,1764,1564
70,1043,144,1280,1801,1792,1587
71,1131,56,1280,1828,1817,1609
72,1067,120,1280,1855,1845,1631
73,1088,99,1280,1882,1872,1653
74,1070,117,1280,1908,1899,1676
75,1078,109,1280,1933,1924,1700
76,1155,32,1280,1963,1953,1719
77,1179,8,1280,1989,1979,1742
78,1124,63,1280,2014,2004,1766
79,1068,119,1280,2041,2032,1788
80,1176,11,1280,2067,2056,1811
81,1129,58,1280,2093,2082,1835
82,1050,137,1280,2118,2109,1860
83,1145,42,1280,2145,2134,1882
84,1117,70,1280,2170,2160,1906
85,1046,141,1280,2197,2188,1927
86,1170,17,1280,2225,2215,1949
87,1100,87,1280,2251,2241,1972
88,1058,129,1280,2277,2268,1995
89,1084,103,1280,2304,2295,2017
90,1187,0,1280,2330,2320,2040
91,1078,109,1280,2356,2346,2064
92,1159,28,1280,2383,2372,2087
93,1052,135,1280,2408,2399,2111
94,1072,115,1280,2434,2425,2134
95,1094,93,1280,2462,2452,2155
96,1137,50,1280,2489,2480,2177
97,1116,71,1280,2516,2506,2199
98,1077,110,1280,2541,2531,2223
99,1044,143,1280,2570,2561,2243
100,1186,1,1280,2596,2586,2266
101,1146,41,1280,2623,2612,2288
102,1134,53,1280,2649,2638,2312
103,1101,86,1280,2675,2666,2335
104,1130,57,1280,2702,2692,2357
105,1059,128,1280,2729,2720,2380
106,1115,72,1280,2758,2748,2401
107,1096,91,1280,2785,2776,2423
108,1024,163,1280,2812,2804,2445
109,1024,163,1280,2837,2829,2469
110,1098,89,1280,2865,2855,2491
111,1140,47,1280,2890,2881,2515
112,1056,131,1280,2916,2907,2538
113,1110,77,1280,2943,2933,2560
114,1129,58,1280,2970,2960,2582
115,1142,45,1280,2996,2986,2605
116,1105,82,1280,3021,3011,2629
117,1148,39,1280,3048,3038,2651
118,1069,118,1280,3074,3065,2674
119,1101,86,1280,3103,3093,2694
vrampress: done -- 3128 allocations, 3128 frees, 2715 refusals, free now 1187 MiB of 1280 MiB, recovery ok
