# SPDX-License-Identifier: MIT
# host sampler, 1 Hz, local time: ts,used_mib,free_mib,util,enc_sessions,enc_fps,desktop_mib,desktop2_mib -- n4-limit policy, 2026-08-21.
ts,used_mib,free_mib,util,ram_avail_mib,vm0,vm1,vm2,vm3,
21:52:19,5739,2034,33,16342,1246,1168,1120,1200
21:52:20,5779,1994,33,16350,1168,1190,1168,1242
21:52:22,5728,2044,32,16343,1284,1166,1276,1190
21:52:23,5652,2121,31,16347,1212,1196,1224,1278
21:52:24,5783,1989,36,16342,1232,1200,1228,1280
21:52:25,5649,2123,35,16340,1256,1224,1252,1268
21:52:26,5715,2058,37,16348,1176,1248,1146,1242
21:52:27,5742,2030,35,16352,1260,1230,1266,1228
21:52:28,5824,1948,32,16336,1176,1200,1262,1264
21:52:29,5801,1971,30,16344,1216,1254,1258,1262
21:52:30,5675,2097,35,16341,1224,1278,1220,1216
21:52:31,5799,1974,28,16331,1120,1214,1182,1282
21:52:32,5735,2038,32,16329,1182,1220,1246,1182
21:52:33,5769,2003,40,16342,1254,1210,1230,1142
21:52:34,5684,2089,20,16336,1228,1216,1194,1224
21:52:35,5829,1944,24,16341,1140,1160,1244,1160
21:52:36,5765,2008,33,16343,1234,1268,1252,1218
21:52:38,5787,1985,27,16349,1164,1204,1266,1140
21:52:39,5655,2117,36,16341,1228,1264,1218,1260
21:52:40,5801,1972,32,16340,1198,1226,1208,1276
21:52:41,5631,2141,38,16328,1138,1182,1158,1166
21:52:42,5649,2124,36,16335,1238,1120,1182,1198
21:52:43,5707,2065,34,16399,1158,1178,1180,1278
21:52:44,5685,2087,37,16391,1156,1270,1164,1164
21:52:45,5673,2100,28,16368,1258,1162,1186,1252
21:52:46,5701,2072,30,16377,1138,1170,1202,1220
21:52:47,5761,2011,30,16357,1166,1178,1252,1256
21:52:48,5777,1995,36,16356,1182,1120,1206,1260
21:52:49,5813,1959,22,16382,1280,1120,1220,1230
21:52:50,5817,1956,35,16358,1278,1238,1186,1168
21:52:51,5721,2052,16,16360,1158,1142,1158,1158
21:52:53,5759,2013,19,16386,1274,1252,1248,1248
21:52:54,5751,2021,26,16349,1238,1120,1254,1180
21:52:55,5827,1945,38,16327,1284,1244,1268,1268
21:52:56,5741,2031,37,16328,1180,1208,1232,1212
21:52:57,5625,2147,36,16323,1162,1268,1146,1188
21:52:58,5615,2157,36,16315,1212,1198,1252,1270
21:52:59,5745,2027,25,16316,1282,1168,1196,1148
21:53:00,5881,1891,28,16318,1180,1260,1192,1262
21:53:01,5761,2012,27,16334,1248,1220,1272,1120
21:53:02,5693,2079,34,16327,1242,1228,1138,1236
21:53:03,5605,2167,29,16315,1120,1236,1184,1228
21:53:04,5603,2170,35,16315,1218,1214,1204,1240
21:53:05,5757,2015,32,16310,1278,1154,1266,1268
21:53:06,5763,2009,34,16319,1244,1264,1210,1210
21:53:07,5727,2045,34,16335,1266,1202,1182,1268
21:53:09,5692,2081,28,16330,1198,1178,1256,1252
21:53:10,5659,2113,33,16328,1156,1190,1176,1192
21:53:11,5617,2156,34,16358,1234,1270,1216,1186
21:53:12,5867,1905,35,16350,1218,1120,1212,1236
21:53:13,5777,1995,35,16341,1140,1120,1234,1226
21:53:14,5775,1997,39,16317,1240,1120,1202,1142
21:53:15,5821,1951,31,16330,1198,1252,1228,1188
21:53:16,5682,2090,27,16329,1242,1120,1264,1234
21:53:17,5796,1976,32,16333,1262,1194,1152,1152
21:53:18,5588,2185,35,16332,1198,1236,1154,1154
21:53:19,5695,2078,33,16357,1266,1222,1226,1192
21:53:20,5789,1984,34,16356,1256,1168,1238,1168
21:53:21,5685,2088,34,16353,1178,1164,1174,1230
21:53:22,5679,2094,31,16348,1274,1174,1222,1174
21:53:24,5785,1988,32,16339,1120,1188,1216,1272
21:53:25,5739,2034,33,16402,1198,1286,1246,1200
21:53:26,1161,6612,33,16399,0,0,0,0
21:53:27,886,6887,36,16412,0,0,0,0
21:53:28,890,6883,1,16399,0,0,0,0
21:53:29,889,6884,1,16409,0,0,0,0
21:53:30,888,6884,6,16409,0,0,0,0
