# SPDX-License-Identifier: MIT
# host sampler, 1 Hz, local time: ts,used_mib,free_mib,util,enc_sessions,enc_fps,desktop_mib,desktop2_mib -- n4-limit policy, 2026-08-21.
ts,used_mib,free_mib,util,ram_avail_mib,vm0,vm1,vm2,vm3,
21:51:25,887,6885,4,16391,0,0,0,0
21:51:26,5678,2094,3,16374,1284,1284,1284,1284
21:51:27,5868,1904,11,16363,1190,1190,1190,1190
21:51:28,5842,1930,15,16356,1188,1120,1120,1120
21:51:29,5826,1947,19,16334,1230,1230,1268,1230
21:51:30,5822,1951,15,16330,1158,1158,1206,1158
21:51:31,5774,1998,17,16333,1210,1188,1210,1188
21:51:32,5593,2179,14,16313,1226,1270,1226,1270
21:51:33,5707,2065,15,16324,1242,1152,1242,1152
21:51:34,5613,2160,17,16324,1152,1152,1152,1234
21:51:35,5626,2146,16,16332,1254,1224,1166,1224
21:51:37,5788,1984,14,16335,1280,1190,1236,1162
21:51:38,5598,2175,17,16367,1174,1120,1202,1120
21:51:39,5704,2069,19,16380,1180,1180,1180,1198
21:51:40,5644,2129,14,16366,1140,1166,1166,1256
21:51:41,5704,2069,16,16371,1152,1200,1250,1152
21:51:42,5604,2169,15,16367,1250,1148,1194,1120
21:51:43,5744,2029,17,16366,1210,1264,1270,1186
21:51:44,5645,2127,28,16363,1168,1236,1236,1260
21:51:45,5617,2155,36,16347,1120,1260,1200,1200
21:51:46,5631,2141,38,16322,1272,1280,1242,1272
21:51:47,5797,1976,27,16194,1206,1198,1154,1154
21:51:48,5748,2024,25,16159,1284,1220,1226,1270
21:51:49,5714,2058,32,16166,1218,1198,1198,1158
21:51:51,5808,1964,31,16180,1218,1214,1214,1248
21:51:52,5694,2079,33,16181,1282,1138,1254,1138
21:51:53,5619,2153,33,16183,1164,1226,1222,1286
21:51:54,5515,2257,31,16182,1222,1154,1230,1216
21:51:55,5651,2121,29,16183,1220,1228,1258,1278
21:51:56,5789,1984,30,16164,1172,1264,1264,1210
21:51:57,5745,2028,21,16177,1280,1164,1164,1212
21:51:58,5683,2090,26,16168,1228,1186,1186,1214
21:51:59,5771,2002,32,16182,1172,1198,1198,1198
21:52:00,5799,1974,32,16186,1216,1184,1166,1192
21:52:01,5715,2058,31,16259,1260,1278,1176,1176
21:52:02,5627,2146,34,16255,1230,1248,1236,1178
21:52:03,5765,2008,26,16254,1182,1120,1198,1238
21:52:04,5697,2076,33,16243,1278,1186,1144,1166
21:52:06,5693,2080,38,16237,1162,1202,1262,1238
21:52:07,5785,1987,37,16227,1252,1198,1120,1120
21:52:08,5679,2093,26,16243,1284,1186,1224,1210
21:52:09,5734,2038,29,16245,1120,1164,1178,1226
21:52:10,5659,2113,35,16244,1254,1246,1182,1244
21:52:11,5771,2001,24,16181,1222,1172,1186,1186
21:52:12,5733,2039,26,16153,1266,1202,1152,1212
21:52:13,5541,2231,33,16351,1234,1272,1172,1142
21:52:14,5807,1965,32,16340,1208,1188,1138,1218
21:52:15,5764,2008,33,16347,1150,1240,1226,1250
21:52:16,5753,2019,36,16345,1248,1158,1148,1148
21:52:17,5827,1946,31,16333,1250,1270,1184,1184
21:52:18,5681,2091,33,16339,1230,1232,1158,1158
