# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n8-off policy, 2026-08-21.
vrampress: start free 1254 MiB of 7771 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 256 MiB held after 2 allocations (CUresult 2)
vrampress: grown to 256 MiB held, 342 MiB free of 7771 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,128,714,7771,2,1,2
1,428,356,7771,32,24,20
2,62,478,7771,60,58,41
3,445,398,7771,92,84,57
4,414,486,7771,119,113,78
5,291,478,7771,154,147,92
6,228,350,7771,189,184,106
7,155,372,7771,213,209,131
8,302,420,7771,242,236,151
9,289,488,7771,272,267,170
10,125,402,7771,293,291,197
11,459,418,7771,328,320,211
12,338,462,7771,357,351,231
13,189,358,7771,383,379,254
14,369,414,7771,417,410,269
15,387,334,7771,447,441,288
16,60,372,7771,472,471,311
17,375,382,7771,500,494,331
18,477,497,7771,533,526,346
19,356,361,7771,563,558,364
20,303,394,7771,596,590,379
21,364,356,7771,625,621,398
22,475,490,7771,662,654,409
23,390,315,7771,688,683,431
24,252,337,7771,722,716,445
25,378,334,7771,756,749,459
26,523,343,7771,789,782,474
27,373,583,7771,820,814,491
28,152,404,7771,846,843,513
29,313,351,7771,879,873,529
30,458,505,7771,913,905,543
31,409,440,7771,941,935,563
32,308,366,7771,968,964,585
33,274,418,7771,1000,994,601
34,442,341,7771,1031,1023,618
35,267,387,7771,1064,1059,633
36,222,357,7771,1095,1091,650
37,366,406,7771,1133,1125,660
38,649,354,7771,1168,1161,673
39,478,342,7771,1194,1189,695
40,487,369,7771,1224,1217,713
41,163,477,7771,1250,1248,735
42,265,498,7771,1285,1278,748
43,513,552,7771,1315,1308,766
45,519,434,7771,1345,1338,784
46,523,481,7771,1378,1370,798
47,220,441,7771,1406,1402,818
48,351,486,7771,1436,1432,836
49,489,364,7771,1475,1467,845
50,292,540,7771,1504,1499,864
51,320,413,7771,1535,1528,882
52,293,485,7771,1566,1558,899
53,376,514,7771,1601,1594,912
54,475,356,7771,1640,1632,920
55,380,440,7771,1670,1664,938
56,434,325,7771,1700,1694,956
57,251,361,7771,1732,1725,972
58,427,342,7771,1766,1758,986
59,422,422,7771,1798,1791,1002
60,236,406,7771,1826,1820,1022
61,521,430,7771,1863,1857,1033
62,397,395,7771,1895,1888,1049
63,420,406,7771,1928,1922,1064
64,436,366,7771,1961,1955,1078
65,427,352,7771,1987,1981,1100
66,341,634,7771,2022,2014,1112
67,366,409,7771,2055,2047,1127
68,413,394,7771,2090,2082,1139
69,516,318,7771,2124,2116,1153
70,238,458,7771,2159,2152,1165
71,240,499,7771,2187,2182,1185
72,492,400,7771,2217,2209,1203
73,493,432,7771,2251,2244,1217
74,419,508,7771,2289,2282,1227
75,422,420,7771,2325,2318,1239
76,336,320,7771,2354,2347,1258
77,266,426,7771,2384,2380,1276
78,581,380,7771,2422,2414,1286
79,404,440,7771,2457,2450,1299
80,400,308,7771,2490,2483,1314
81,316,428,7771,2519,2514,1333
82,206,318,7771,2554,2550,1346
83,448,347,7771,2589,2583,1359
84,393,335,7771,2625,2618,1371
85,332,384,7771,2660,2654,1384
86,456,488,7771,2691,2683,1401
87,175,423,7771,2723,2720,1417
88,325,445,7771,2757,2750,1432
89,542,484,7771,2790,2783,1447
90,556,430,7771,2826,2818,1459
91,600,396,7771,2859,2852,1474
92,412,364,7771,2894,2886,1487
93,451,418,7771,2930,2923,1499
94,436,456,7771,2968,2961,1509
95,16,443,7771,3001,3000,1524
96,442,334,7771,3037,3030,1536
97,439,480,7771,3074,3067,1547
98,341,374,7771,3108,3100,1561
99,498,362,7771,3137,3131,1580
100,213,351,7771,3164,3159,1601
101,297,402,7771,3197,3190,1616
102,465,402,7771,3231,3225,1630
103,411,421,7771,3268,3261,1641
104,444,344,7771,3296,3291,1661
105,441,391,7771,3331,3323,1674
106,556,480,7771,3366,3358,1688
107,513,484,7771,3401,3393,1700
108,523,580,7771,3435,3427,1714
109,494,444,7771,3468,3462,1729
110,393,456,7771,3501,3494,1743
111,458,450,7771,3531,3523,1761
112,341,382,7771,3563,3558,1777
113,383,328,7771,3598,3591,1790
114,494,510,7771,3630,3623,1806
115,345,396,7771,3663,3656,1821
116,438,360,7771,3700,3692,1832
117,468,308,7771,3732,3725,1847
118,273,385,7771,3766,3762,1861
