# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n8-off policy, 2026-08-21.
vrampress: start free 690 MiB of 7771 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 256 MiB held after 2 allocations (CUresult 2)
vrampress: grown to 256 MiB held, 378 MiB free of 7771 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,312,322,7771,3,0,1
1,311,314,7771,31,25,22
2,89,394,7771,57,55,45
3,363,352,7771,82,78,69
4,416,388,7771,115,107,85
5,303,378,7771,150,145,98
6,321,412,7771,184,178,113
7,83,398,7771,215,211,131
8,400,320,7771,248,242,146
9,405,324,7771,277,271,165
10,512,406,7771,307,299,183
11,43,366,7771,333,332,206
12,237,348,7771,360,357,228
13,395,366,7771,390,384,247
14,233,400,7771,421,417,264
15,438,310,7771,452,445,281
16,318,370,7771,482,477,300
17,289,506,7771,510,505,320
18,443,425,7771,539,531,339
19,241,433,7771,566,563,360
20,359,456,7771,598,590,375
21,160,484,7771,624,622,397
22,235,398,7771,657,652,411
23,282,431,7771,684,680,432
24,330,377,7771,712,708,452
25,593,372,7771,746,738,465
26,279,399,7771,780,776,479
27,0,517,7771,806,806,501
28,25,440,7771,834,833,521
29,160,345,7771,863,859,540
30,408,377,7771,893,887,557
31,386,412,7771,925,920,573
32,114,364,7771,950,949,596
33,353,488,7771,980,973,614
34,441,421,7771,1011,1005,631
35,389,358,7771,1044,1036,646
36,604,633,7771,1078,1070,660
37,502,400,7771,1110,1103,676
38,424,370,7771,1144,1137,690
39,296,450,7771,1177,1172,705
40,342,416,7771,1207,1200,722
41,274,385,7771,1240,1236,738
42,410,456,7771,1269,1264,756
43,340,404,7771,1303,1297,771
44,457,450,7771,1333,1327,789
45,288,390,7771,1366,1358,804
46,545,481,7771,1400,1393,818
47,304,370,7771,1434,1428,832
48,456,402,7771,1468,1461,846
49,550,432,7771,1505,1497,857
50,398,421,7771,1538,1531,873
52,223,451,7771,1569,1565,889
53,307,320,7771,1601,1595,905
54,491,350,7771,1638,1632,916
55,311,440,7771,1671,1666,932
56,332,531,7771,1701,1693,950
57,425,343,7771,1735,1727,964
58,499,570,7771,1769,1762,977
59,281,324,7771,1803,1799,991
60,475,348,7771,1836,1828,1007
61,361,410,7771,1866,1859,1025
62,398,519,7771,1902,1894,1038
63,370,580,7771,1934,1927,1054
64,525,392,7771,1970,1962,1066
65,426,330,7771,2002,1995,1082
66,182,410,7771,2029,2026,1103
67,573,375,7771,2061,2053,1119
68,419,328,7771,2091,2084,1137
69,24,414,7771,2121,2120,1155
70,347,354,7771,2155,2147,1169
71,109,599,7771,2186,2184,1187
72,123,384,7771,2214,2211,1207
73,557,310,7771,2248,2240,1221
74,298,428,7771,2277,2271,1240
75,416,518,7771,2311,2303,1254
76,393,564,7771,2344,2337,1269
77,362,506,7771,2374,2367,1287
78,287,410,7771,2406,2400,1303
79,424,378,7771,2442,2436,1315
80,343,460,7771,2476,2469,1329
81,477,468,7771,2512,2504,1341
82,406,358,7771,2544,2537,1357
83,433,481,7771,2573,2567,1376
84,346,373,7771,2600,2596,1397
85,402,468,7771,2635,2628,1410
86,153,534,7771,2671,2667,1422
87,570,411,7771,2704,2696,1437
88,464,489,7771,2735,2729,1454
89,629,472,7771,2767,2759,1470
90,364,516,7771,2797,2790,1488
91,344,312,7771,2830,2824,1503
92,84,424,7771,2856,2855,1525
93,351,418,7771,2894,2886,1535
94,484,458,7771,2931,2924,1547
95,474,391,7771,2967,2960,1559
96,248,454,7771,3000,2995,1574
97,532,358,7771,3039,3032,1583
98,315,344,7771,3071,3065,1599
99,383,416,7771,3101,3094,1617
100,542,393,7771,3135,3128,1631
101,353,416,7771,3166,3160,1648
102,288,352,7771,3203,3198,1659
103,575,496,7771,3236,3228,1674
104,363,326,7771,3273,3268,1685
105,255,428,7771,3303,3298,1703
106,446,454,7771,3336,3328,1719
107,383,454,7771,3368,3361,1735
108,371,364,7771,3402,3395,1749
109,448,500,7771,3435,3428,1764
110,419,382,7771,3465,3459,1782
111,292,390,7771,3496,3491,1799
112,363,442,7771,3528,3521,1815
113,208,374,7771,3554,3552,1837
114,436,446,7771,3586,3580,1853
115,393,440,7771,3620,3615,1866
116,511,462,7771,3654,3647,1879
117,377,336,7771,3689,3682,1892
118,454,379,7771,3723,3715,1906
