# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n8-off policy, 2026-08-21.
vrampress: start free 344 MiB of 7771 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 0 MiB held after 0 allocations (CUresult 2)
vrampress: grown to 0 MiB held, 344 MiB free of 7771 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,0,332,7771,0,0,2
1,116,390,7771,24,23,27
2,104,418,7771,52,51,48
3,231,362,7771,80,77,69
4,429,568,7771,112,104,86
5,254,394,7771,145,140,101
6,393,354,7771,179,172,115
7,468,456,7771,210,202,133
8,319,408,7771,239,232,153
9,304,398,7771,266,259,174
10,526,408,7771,295,288,194
11,173,512,7771,323,321,214
12,0,392,7771,348,348,237
13,225,330,7771,378,374,255
14,0,418,7771,403,403,278
15,325,486,7771,432,426,297
16,461,528,7771,467,459,311
17,0,390,7771,490,490,337
18,85,401,7771,517,515,358
19,122,317,7771,546,544,377
20,61,337,7771,572,571,398
21,313,316,7771,601,597,417
22,241,418,7771,627,623,439
23,433,315,7771,656,650,458
24,416,467,7771,690,683,472
25,289,470,7771,717,714,493
26,182,343,7771,745,740,513
27,389,307,7771,774,767,531
28,511,382,7771,804,796,549
29,463,391,7771,839,832,562
30,422,329,7771,867,861,582
31,192,428,7771,898,895,599
32,237,326,7771,926,922,619
33,441,352,7771,956,949,636
34,140,401,7771,981,978,658
35,319,516,7771,1009,1004,678
36,43,611,7771,1039,1038,696
37,458,448,7771,1072,1065,711
38,349,392,7771,1103,1098,728
39,439,480,7771,1133,1126,746
40,356,470,7771,1167,1160,759
41,394,323,7771,1195,1187,780
42,434,470,7771,1227,1222,796
43,21,462,7771,1255,1254,816
44,297,526,7771,1287,1280,833
45,490,324,7771,1316,1310,851
46,158,419,7771,1350,1347,865
48,310,382,7771,1382,1376,881
49,281,494,7771,1418,1412,893
50,303,324,7771,1447,1441,912
51,228,419,7771,1477,1472,930
52,265,493,7771,1512,1506,943
53,324,376,7771,1544,1538,959
54,479,418,7771,1576,1568,975
55,175,428,7771,1609,1605,990
56,486,497,7771,1639,1632,1008
57,483,421,7771,1676,1668,1019
58,418,524,7771,1707,1699,1036
59,204,354,7771,1735,1732,1057
60,532,382,7771,1772,1764,1068
61,221,422,7771,1798,1795,1091
62,534,545,7771,1832,1824,1105
63,153,426,7771,1862,1860,1123
64,308,334,7771,1894,1889,1139
65,356,410,7771,1927,1921,1154
66,444,570,7771,1961,1954,1168
67,162,347,7771,1987,1985,1190
68,302,450,7771,2020,2014,1205
69,376,522,7771,2052,2045,1221
70,340,518,7771,2086,2079,1235
71,450,371,7771,2123,2115,1246
72,510,404,7771,2164,2156,1253
73,564,418,7771,2196,2188,1270
74,653,472,7771,2230,2222,1284
75,103,402,7771,2254,2252,1308
76,316,492,7771,2287,2279,1323
77,498,364,7771,2317,2309,1341
78,281,398,7771,2353,2347,1353
79,474,506,7771,2385,2377,1369
80,423,478,7771,2417,2410,1385
81,384,460,7771,2446,2439,1404
82,396,542,7771,2477,2470,1421
83,481,411,7771,2512,2504,1434
84,518,319,7771,2543,2536,1451
85,491,460,7771,2575,2567,1467
86,398,370,7771,2611,2603,1479
87,446,443,7771,2642,2634,1496
88,580,373,7771,2679,2671,1507
89,0,462,7771,2704,2704,1530
90,504,442,7771,2740,2732,1542
91,415,430,7771,2778,2772,1552
92,533,498,7771,2811,2803,1567
93,565,394,7771,2847,2840,1579
94,380,326,7771,2877,2870,1597
95,220,501,7771,2910,2905,1612
96,299,446,7771,2945,2940,1625
97,572,486,7771,2976,2969,1642
98,484,518,7771,3008,3001,1658
99,351,392,7771,3039,3032,1674
100,422,347,7771,3071,3063,1689
101,406,438,7771,3104,3096,1704
102,350,466,7771,3136,3129,1720
103,422,376,7771,3164,3159,1740
104,364,390,7771,3200,3193,1752
105,503,506,7771,3237,3229,1762
106,372,408,7771,3268,3262,1780
107,642,494,7771,3302,3295,1794
108,238,514,7771,3332,3327,1812
109,615,312,7771,3366,3358,1826
110,316,392,7771,3396,3391,1843
111,495,368,7771,3432,3424,1855
112,377,488,7771,3467,3460,1867
113,482,510,7771,3501,3493,1881
114,555,440,7771,3534,3526,1896
115,502,530,7771,3567,3559,1911
116,341,406,7771,3602,3596,1923
117,459,326,7771,3636,3628,1937
118,504,409,7771,3674,3666,1947
