# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n8-off policy, 2026-08-21.
vrampress: start free 6558 MiB of 7771 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 3584 MiB held after 28 allocations (CUresult 2)
vrampress: grown to 3584 MiB held, 344 MiB free of 7771 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,3456,714,7771,28,1,2
1,2824,320,7771,51,27,27
2,2967,504,7771,83,56,44
3,2798,450,7771,109,84,67
4,2176,486,7771,133,116,91
5,2421,382,7771,166,144,106
6,2503,430,7771,200,176,121
7,2676,464,7771,233,208,137
8,2467,376,7771,260,236,158
9,2579,436,7771,292,268,175
10,2417,378,7771,318,297,198
11,2511,350,7771,349,327,216
12,2924,510,7771,380,355,234
13,2556,396,7771,410,389,253
14,2474,498,7771,442,421,270
15,2448,370,7771,471,449,290
16,2695,490,7771,503,478,306
17,2403,422,7771,528,508,330
18,2250,403,7771,557,538,349
19,2400,373,7771,586,566,368
20,2616,398,7771,615,592,386
21,2478,368,7771,644,622,405
22,2560,330,7771,674,650,423
23,2544,427,7771,705,682,440
24,2757,321,7771,735,710,458
25,2345,422,7771,764,744,477
26,2524,385,7771,801,779,488
27,2560,461,7771,836,812,500
28,2665,384,7771,868,843,516
29,2507,355,7771,896,873,536
30,2566,433,7771,928,906,552
31,2748,374,7771,960,935,569
32,2711,516,7771,989,965,588
33,2388,398,7771,1013,993,611
34,2474,393,7771,1051,1027,621
35,2507,348,7771,1082,1058,638
36,2617,321,7771,1112,1088,656
37,2369,494,7771,1141,1118,675
38,2621,308,7771,1172,1150,691
39,2515,406,7771,1205,1183,705
40,2790,376,7771,1240,1215,717
41,2701,437,7771,1271,1247,735
42,2520,370,7771,1301,1277,753
43,2857,352,7771,1333,1308,770
45,2464,442,7771,1359,1338,792
46,2581,365,7771,1394,1371,805
47,2510,385,7771,1425,1402,822
48,2561,388,7771,1459,1435,836
49,2690,368,7771,1492,1469,851
50,2541,540,7771,1522,1498,869
51,2716,355,7771,1555,1531,884
52,2743,505,7771,1592,1567,895
53,2384,412,7771,1624,1604,911
54,2640,414,7771,1654,1631,928
55,2756,380,7771,1685,1660,945
56,2512,365,7771,1716,1693,961
57,2274,549,7771,1745,1725,980
58,2472,512,7771,1777,1753,996
59,2512,452,7771,1806,1784,1014
60,2460,442,7771,1836,1814,1032
61,2451,534,7771,1870,1847,1046
62,2588,453,7771,1906,1882,1058
63,2607,462,7771,1945,1921,1067
64,2500,364,7771,1976,1951,1084
65,2588,422,7771,2007,1983,1100
66,2516,434,7771,2038,2013,1116
67,2657,431,7771,2068,2044,1134
68,2690,382,7771,2103,2080,1147
69,2827,414,7771,2133,2108,1165
70,2724,458,7771,2169,2145,1177
71,2742,649,7771,2210,2185,1184
72,2515,420,7771,2246,2223,1196
73,2633,414,7771,2280,2257,1210
74,2585,578,7771,2311,2288,1227
75,2583,322,7771,2343,2318,1243
76,2420,362,7771,2376,2353,1258
77,2446,430,7771,2405,2384,1277
78,2498,390,7771,2440,2417,1290
79,2578,348,7771,2470,2446,1307
80,2526,460,7771,2500,2477,1325
81,2558,416,7771,2536,2512,1337
82,2614,568,7771,2570,2546,1351
83,2470,539,7771,2598,2575,1371
84,2452,397,7771,2631,2609,1386
85,2644,308,7771,2663,2640,1402
86,2571,440,7771,2697,2673,1416
87,2509,341,7771,2726,2704,1435
88,2398,427,7771,2758,2737,1451
89,2723,308,7771,2792,2767,1465
90,2578,406,7771,2825,2803,1480
91,2471,524,7771,2859,2838,1494
92,2545,658,7771,2893,2869,1508
93,2559,362,7771,2924,2902,1525
94,2642,504,7771,2960,2936,1537
95,2698,455,7771,2992,2967,1553
96,2620,474,7771,3027,3003,1566
97,2499,472,7771,3062,3037,1579
98,2629,468,7771,3095,3072,1594
99,2697,386,7771,3133,3108,1604
100,2518,433,7771,3164,3142,1621
101,2517,462,7771,3192,3170,1641
102,2588,390,7771,3229,3204,1652
103,2509,514,7771,3263,3241,1667
104,2728,326,7771,3293,3269,1685
105,2551,352,7771,3322,3300,1704
106,2637,432,7771,3360,3336,1715
107,2457,422,7771,3391,3368,1732
108,2577,554,7771,3428,3403,1743
109,2520,360,7771,3461,3439,1757
110,2396,370,7771,3486,3467,1780
111,2712,460,7771,3520,3495,1794
112,2299,440,7771,3548,3529,1814
113,2564,482,7771,3583,3559,1828
114,2482,496,7771,3616,3594,1843
115,2621,468,7771,3649,3624,1858
116,2402,368,7771,3684,3663,1871
117,2450,434,7771,3720,3698,1883
118,2690,591,7771,3758,3734,1893
