# SPDX-License-Identifier: MIT
# the load's own log: t,held_mib,free_mib,total_mib,allocs,frees,fails (guest-side view) -- n4-profile policy, 2026-08-21.
vrampress: start free 1187 MiB of 1280 MiB, mode max, chunk 128 MiB, churn 64 MiB, 120 s
vrampress: refused at 1152 MiB held after 9 allocations (CUresult 2)
vrampress: grown to 1152 MiB held, 35 MiB free of 1280 MiB
t,held_mib,free_mib,total_mib,allocs,frees,fails
0,1024,163,1280,9,1,2
1,1140,47,1280,35,26,26
2,1133,54,1280,62,51,48
3,1164,23,1280,87,76,73
4,1042,145,1280,113,104,96
5,1024,163,1280,139,131,119
6,1115,72,1280,166,157,142
7,1169,18,1280,194,182,164
8,1137,50,1280,220,209,187
9,1084,103,1280,246,236,210
10,1127,60,1280,273,262,233
11,1069,118,1280,298,289,258
12,1049,138,1280,323,314,283
13,1102,85,1280,350,339,305
14,1147,40,1280,376,366,329
15,1178,9,1280,402,392,353
16,1098,89,1280,428,419,377
17,1080,107,1280,454,445,400
18,1070,117,1280,480,470,423
19,1104,83,1280,506,497,446
20,1041,146,1280,531,522,470
21,1145,42,1280,557,547,493
22,1115,72,1280,584,574,515
23,1168,19,1280,611,601,537
24,1178,9,1280,636,626,561
25,1091,96,1280,661,651,585
26,1024,163,1280,686,678,609
27,1128,59,1280,713,701,631
28,1095,92,1280,739,728,654
29,1051,136,1280,764,755,678
30,1165,22,1280,790,779,701
31,1067,120,1280,817,808,724
32,1116,71,1280,844,834,747
33,1074,113,1280,871,861,769
34,1118,69,1280,899,888,791
35,1097,90,1280,925,916,814
36,1106,81,1280,951,941,837
37,1045,142,1280,975,966,862
38,1120,67,1280,1003,992,883
39,1142,45,1280,1029,1019,907
40,1024,163,1280,1054,1046,932
41,1111,76,1280,1082,1072,954
42,1068,119,1280,1110,1100,975
43,1086,101,1280,1136,1127,999
44,1172,15,1280,1161,1151,1023
45,1179,8,1280,1188,1178,1045
46,1095,92,1280,1214,1204,1068
47,1073,114,1280,1241,1231,1090
48,1112,75,1280,1267,1257,1113
49,1183,4,1280,1292,1282,1137
50,1166,21,1280,1319,1308,1159
51,1024,163,1280,1343,1335,1184
52,1103,84,1280,1370,1359,1206
53,1143,44,1280,1397,1387,1228
55,1072,115,1280,1421,1412,1253
56,1075,112,1280,1448,1438,1275
57,1152,35,1280,1474,1464,1298
58,1116,71,1280,1501,1492,1321
59,1170,17,1280,1528,1517,1343
60,1053,134,1280,1553,1544,1368
61,1124,63,1280,1581,1569,1389
62,1179,8,1280,1608,1596,1412
63,1104,83,1280,1633,1624,1437
64,1093,94,1280,1659,1649,1460
65,1084,103,1280,1685,1675,1483
66,1089,98,1280,1710,1701,1507
67,1064,123,1280,1736,1727,1530
68,1113,74,1280,1762,1751,1553
69,1186,1,1280,1788,1777,1576
70,1136,51,1280,1815,1803,1598
71,1149,38,1280,1843,1832,1619
72,1168,19,1280,1869,1859,1643
73,1076,111,1280,1896,1887,1665
74,1129,58,1280,1921,1912,1689
75,1059,128,1280,1950,1940,1710
76,1060,127,1280,1977,1968,1732
77,1060,127,1280,2002,1993,1756
78,1105,82,1280,2029,2018,1778
79,1128,59,1280,2056,2046,1801
80,1121,66,1280,2082,2071,1824
81,1085,102,1280,2106,2097,1849
82,1177,10,1280,2133,2122,1872
83,1068,119,1280,2158,2149,1896
84,1187,0,1280,2186,2175,1917
85,1119,68,1280,2212,2202,1939
86,1132,55,1280,2239,2229,1961
87,1101,86,1280,2266,2255,1983
88,1157,30,1280,2293,2283,2005
89,1062,125,1280,2317,2308,2030
90,1083,104,1280,2343,2334,2053
91,1097,90,1280,2369,2359,2076
92,1116,71,1280,2395,2386,2099
93,1136,51,1280,2422,2411,2122
94,1124,63,1280,2449,2438,2144
95,1085,102,1280,2476,2466,2166
96,1082,105,1280,2502,2493,2189
97,1141,46,1280,2529,2519,2211
98,1164,23,1280,2556,2546,2234
99,1146,41,1280,2584,2574,2255
100,1105,82,1280,2611,2599,2277
101,1126,61,1280,2636,2625,2301
102,1159,28,1280,2662,2651,2324
103,1178,9,1280,2690,2679,2345
104,1043,144,1280,2715,2706,2369
105,1053,134,1280,2743,2734,2390
106,1172,15,1280,2772,2760,2410
107,1137,50,1280,2799,2788,2432
108,1045,142,1280,2824,2815,2456
109,1102,85,1280,2850,2840,2479
110,1114,73,1280,2876,2866,2502
111,1187,0,1280,2903,2891,2524
112,1116,71,1280,2929,2919,2547
113,1042,145,1280,2955,2946,2570
114,1072,115,1280,2982,2973,2592
115,1142,45,1280,3007,2997,2616
116,1092,95,1280,3034,3024,2639
117,1122,65,1280,3060,3050,2662
118,1091,96,1280,3088,3078,2683
119,1119,68,1280,3116,3106,2704
120,1160,27,1280,3143,3133,2726
vrampress: done -- 3143 allocations, 3143 frees, 2727 refusals, free now 1187 MiB of 1280 MiB, recovery ok
