# SPDX-License-Identifier: MIT
# that guest's own nvidia-smi every 5 s, UTC: ts,total_mib,used_mib,free_mib -- reservation policy, 2026-08-21.
18:24:12,2816,241,2576
18:24:17,2816,2771,46
18:24:22,2816,2809,8
18:24:27,2816,2676,141
18:24:32,2816,2762,55
18:24:37,2816,2675,142
18:24:42,2816,2675,142
18:24:47,2816,2696,121
18:24:52,2816,2653,164
18:24:57,2816,2743,74
18:25:02,2816,2765,52
18:25:07,2816,2737,80
18:25:12,2816,2690,127
18:25:17,2816,2734,83
18:25:22,2816,2775,42
18:25:27,2816,2663,154
18:25:32,2816,2747,70
18:25:37,2816,2670,147
18:25:42,2816,2810,7
18:25:47,2816,2770,47
18:25:52,2816,2770,47
18:25:58,2816,2779,38
18:26:03,2816,2761,56
18:26:08,2816,2705,112
18:26:13,2816,2708,109
18:26:18,2816,2708,109
18:26:23,2816,2760,57
18:26:28,2816,2694,123
18:26:33,2816,2627,190
18:26:38,2816,2714,103
18:26:43,2816,2812,5
18:26:48,2816,2625,192
18:26:53,2816,2744,73
18:26:58,2816,2688,129
18:27:03,2816,2744,73
18:27:08,2816,2721,96
18:27:13,2816,2788,29
18:27:18,2816,2716,101
18:27:23,2816,2755,62
18:27:28,2816,2666,151
18:27:33,2816,2689,128
18:27:38,2816,2707,110
18:27:43,2816,2693,124
18:27:48,2816,2701,116
18:27:53,2816,2726,91
18:27:58,2816,2797,20
18:28:03,2816,2674,143
18:28:08,2816,2670,147
18:28:13,2816,2690,127
18:28:18,2816,2759,58
18:28:23,2816,2691,126
18:28:28,2816,2792,25
18:28:33,2816,2730,87
18:28:38,2816,2771,46
18:28:43,2816,2804,13
18:28:48,2816,2784,33
18:28:54,2816,2748,69
18:28:59,2816,2805,12
18:29:04,2816,2761,56
18:29:09,2816,2783,34
18:29:14,2816,2680,137
18:29:19,2816,2804,13
18:29:24,2816,2766,51
18:29:29,2816,2774,43
18:29:34,2816,2726,91
18:29:39,2816,2787,30
18:29:44,2816,2806,11
18:29:49,2816,2706,111
18:29:54,2816,2766,51
18:29:59,2816,2666,151
18:30:04,2816,2754,63
18:30:09,2816,2685,132
18:30:14,2816,2747,70
18:30:19,2816,2694,123
18:30:24,2816,2784,33
18:30:29,2816,2728,89
18:30:34,2816,2764,53
18:30:39,2816,2793,24
18:30:44,2816,2814,3
18:30:49,2816,2678,139
18:30:54,2816,2764,53
18:30:59,2816,2699,118
18:31:04,2816,2749,68
18:31:09,2816,2738,79
18:31:14,2816,2757,60
18:31:19,2816,2758,59
18:31:24,2816,2681,136
18:31:29,2816,2752,65
18:31:34,2816,2745,72
18:31:39,2816,2790,27
18:31:44,2816,2693,124
18:31:49,2816,2752,65
18:31:55,2816,2610,207
18:32:00,2816,2638,179
18:32:05,2816,2698,119
18:32:10,2816,2672,145
18:32:15,2816,2739,78
18:32:20,2816,2794,23
18:32:25,2816,2813,4
18:32:30,2816,2753,64
18:32:35,2816,2685,132
18:32:40,2816,2682,135
18:32:45,2816,2681,136
18:32:50,2816,2718,99
18:32:55,2816,2739,78
18:33:00,2816,2700,117
18:33:05,2816,2748,69
18:33:10,2816,2813,4
18:33:15,2816,2738,79
18:33:20,2816,2728,89
18:33:25,2816,2716,101
18:33:30,2816,2763,54
18:33:35,2816,2667,150
18:33:40,2816,2683,134
18:33:45,2816,2711,106
18:33:50,2816,2762,55
18:33:55,2816,2705,112
18:34:00,2816,2759,58
18:34:05,2816,2762,55
18:34:10,2816,2684,133
18:34:15,2816,231,2586
18:34:20,2816,231,2586
18:34:25,2816,231,2586
18:34:30,2816,231,2586
18:34:35,2816,342,2475
18:34:40,2816,231,2586
18:34:46,2816,231,2586
Connection to 192.168.100.15 closed by remote host.
